angle_deg,bartlett,music
-2.8999999999999986,0.9992225841475919,0.1373345703509153
-2.849999999999998,0.9990485785237042,0.1396972420311214
-2.799999999999997,0.9988587337670908,0.14218908099403416
-2.75,0.9986535093915178,0.14481634609167884
-2.6999999999999993,0.9984333643259544,0.14758574586750337
-2.6499999999999986,0.9981987567321472,0.15050446980473975
-2.599999999999998,0.9979501438225679,0.1535802219783951
-2.549999999999997,0.9976879816788071,0.15682125724536217
-2.5,0.9974127250704786,0.16023642010269917
-2.4499999999999993,0.9971248272747003,0.16383518633512567
-2.3999999999999986,0.9968247398962305,0.16762770755782952
-2.349999999999998,0.9965129126883168,0.17162485873803374
-2.299999999999997,0.9961897933743329,0.17583828874621132
-2.25,0.995855827470269,0.18028047394262747
-2.1999999999999993,0.9955114581081447,0.1849647747436344
-2.1499999999999986,0.9951571258604102,0.189905495030549
-2.099999999999998,0.9947932685654084,0.19511794415684383
-2.049999999999997,0.9944203211539595,0.20061850117023286
-2.0,0.9940387154771334,0.20642468068716055
-1.9499999999999993,0.9936488801352841,0.21255519962847158
-1.8999999999999986,0.9932512403084063,0.21903004373485982
